variant,coverage,acc_dec_mean,precision_dec_mean,recall_dec_mean,f1_dec_mean,params,decisions,bubbles
emb8_g16_e256_mean,10,0.7072164948453609,0.7081476302006968,0.999195757309962,0.8281860660045581,10569,5335,5060
emb8_g16_e256_mean,20,0.6112514351320322,0.6138985002808084,0.9966693330838792,0.7584106533144521,10569,4355,3837
emb8_g16_e256_mean,30,0.5533653846153846,0.5559045515461155,0.9974823559426884,0.7127663966719867,10569,4160,3428
